Year,Region,target,value
2005,East,L2_Zymoseptoria_tritici_Crop_Incidence,86.14314
2005,East Midlands,L2_Zymoseptoria_tritici_Crop_Incidence,88.10091
2005,North East,L2_Zymoseptoria_tritici_Crop_Incidence,87.271645
2005,North West,L2_Zymoseptoria_tritici_Crop_Incidence,95.65407
2005,South East,L2_Zymoseptoria_tritici_Crop_Incidence,91.083084
2005,South West,L2_Zymoseptoria_tritici_Crop_Incidence,93.82741
2005,West Midlands,L2_Zymoseptoria_tritici_Crop_Incidence,92.824005
2005,Yorkshire and The Humber,L2_Zymoseptoria_tritici_Crop_Incidence,92.31428
2006,East,L2_Zymoseptoria_tritici_Crop_Incidence,88.03614
2006,East Midlands,L2_Zymoseptoria_tritici_Crop_Incidence,85.00122
2006,North East,L2_Zymoseptoria_tritici_Crop_Incidence,73.270615
2006,North West,L2_Zymoseptoria_tritici_Crop_Incidence,83.777695
2006,South East,L2_Zymoseptoria_tritici_Crop_Incidence,90.0966
2006,South West,L2_Zymoseptoria_tritici_Crop_Incidence,87.626945
2006,West Midlands,L2_Zymoseptoria_tritici_Crop_Incidence,86.864
2006,Yorkshire and The Humber,L2_Zymoseptoria_tritici_Crop_Incidence,75.639915
2007,East,L2_Zymoseptoria_tritici_Crop_Incidence,94.24997
2007,East Midlands,L2_Zymoseptoria_tritici_Crop_Incidence,93.62166
2007,North East,L2_Zymoseptoria_tritici_Crop_Incidence,87.231155
2007,North West,L2_Zymoseptoria_tritici_Crop_Incidence,93.188835
2007,South East,L2_Zymoseptoria_tritici_Crop_Incidence,94.24042
2007,South West,L2_Zymoseptoria_tritici_Crop_Incidence,94.27722
2007,Wales,L2_Zymoseptoria_tritici_Crop_Incidence,93.44275
2007,West Midlands,L2_Zymoseptoria_tritici_Crop_Incidence,94.161026
2007,Yorkshire and The Humber,L2_Zymoseptoria_tritici_Crop_Incidence,92.46014
2008,East,L2_Zymoseptoria_tritici_Crop_Incidence,84.63491
2008,East Midlands,L2_Zymoseptoria_tritici_Crop_Incidence,88.13191
2008,North East,L2_Zymoseptoria_tritici_Crop_Incidence,75.37774
2008,North West,L2_Zymoseptoria_tritici_Crop_Incidence,82.02368
2008,South East,L2_Zymoseptoria_tritici_Crop_Incidence,92.9792
2008,South West,L2_Zymoseptoria_tritici_Crop_Incidence,90.10367
2008,West Midlands,L2_Zymoseptoria_tritici_Crop_Incidence,89.95183
2008,Yorkshire and The Humber,L2_Zymoseptoria_tritici_Crop_Incidence,83.54008
2009,East,L2_Zymoseptoria_tritici_Crop_Incidence,78.88097
2009,East Midlands,L2_Zymoseptoria_tritici_Crop_Incidence,89.82277
2009,North East,L2_Zymoseptoria_tritici_Crop_Incidence,81.93436
2009,North West,L2_Zymoseptoria_tritici_Crop_Incidence,92.65588
2009,South East,L2_Zymoseptoria_tritici_Crop_Incidence,87.76727
2009,South West,L2_Zymoseptoria_tritici_Crop_Incidence,93.00223
2009,West Midlands,L2_Zymoseptoria_tritici_Crop_Incidence,92.26552
2009,Yorkshire and The Humber,L2_Zymoseptoria_tritici_Crop_Incidence,86.12654
2010,East,L2_Zymoseptoria_tritici_Crop_Incidence,63.65518
2010,East Midlands,L2_Zymoseptoria_tritici_Crop_Incidence,60.929626
2010,North East,L2_Zymoseptoria_tritici_Crop_Incidence,55.346733
2010,North West,L2_Zymoseptoria_tritici_Crop_Incidence,57.87629
2010,South East,L2_Zymoseptoria_tritici_Crop_Incidence,66.366615
2010,South West,L2_Zymoseptoria_tritici_Crop_Incidence,64.61336
2010,Wales,L2_Zymoseptoria_tritici_Crop_Incidence,61.671013
2010,West Midlands,L2_Zymoseptoria_tritici_Crop_Incidence,63.997433
2010,Yorkshire and The Humber,L2_Zymoseptoria_tritici_Crop_Incidence,61.235764
2011,East,L2_Zymoseptoria_tritici_Crop_Incidence,58.91102
2011,East Midlands,L2_Zymoseptoria_tritici_Crop_Incidence,69.39145
2011,North East,L2_Zymoseptoria_tritici_Crop_Incidence,71.605316
2011,North West,L2_Zymoseptoria_tritici_Crop_Incidence,90.04784
2011,South East,L2_Zymoseptoria_tritici_Crop_Incidence,68.138985
2011,South West,L2_Zymoseptoria_tritici_Crop_Incidence,82.86371
2011,West Midlands,L2_Zymoseptoria_tritici_Crop_Incidence,75.35428
2011,Yorkshire and The Humber,L2_Zymoseptoria_tritici_Crop_Incidence,75.14538
2012,East,L2_Zymoseptoria_tritici_Crop_Incidence,90.69286
2012,East Midlands,L2_Zymoseptoria_tritici_Crop_Incidence,91.90231
2012,North East,L2_Zymoseptoria_tritici_Crop_Incidence,91.571335
2012,North West,L2_Zymoseptoria_tritici_Crop_Incidence,92.430435
2012,South East,L2_Zymoseptoria_tritici_Crop_Incidence,94.35278
2012,South West,L2_Zymoseptoria_tritici_Crop_Incidence,93.02044
2012,Wales,L2_Zymoseptoria_tritici_Crop_Incidence,92.706726
2012,West Midlands,L2_Zymoseptoria_tritici_Crop_Incidence,93.05041
2012,Yorkshire and The Humber,L2_Zymoseptoria_tritici_Crop_Incidence,92.81009
2013,East,L2_Zymoseptoria_tritici_Crop_Incidence,69.12015
2013,East Midlands,L2_Zymoseptoria_tritici_Crop_Incidence,76.33128
2013,North East,L2_Zymoseptoria_tritici_Crop_Incidence,74.0971
2013,North West,L2_Zymoseptoria_tritici_Crop_Incidence,86.27266
2013,South East,L2_Zymoseptoria_tritici_Crop_Incidence,86.41997
2013,South West,L2_Zymoseptoria_tritici_Crop_Incidence,83.17209
2013,West Midlands,L2_Zymoseptoria_tritici_Crop_Incidence,83.79036
2013,Yorkshire and The Humber,L2_Zymoseptoria_tritici_Crop_Incidence,79.91002
2014,East,L2_Zymoseptoria_tritici_Crop_Incidence,89.32254
2014,East Midlands,L2_Zymoseptoria_tritici_Crop_Incidence,92.846664
2014,North East,L2_Zymoseptoria_tritici_Crop_Incidence,91.383514
2014,North West,L2_Zymoseptoria_tritici_Crop_Incidence,93.00799
2014,South East,L2_Zymoseptoria_tritici_Crop_Incidence,95.324265
2014,South West,L2_Zymoseptoria_tritici_Crop_Incidence,94.52626
2014,West Midlands,L2_Zymoseptoria_tritici_Crop_Incidence,95.03749
2014,Yorkshire and The Humber,L2_Zymoseptoria_tritici_Crop_Incidence,93.228935
2015,East,L2_Zymoseptoria_tritici_Crop_Incidence,66.01019
2015,East Midlands,L2_Zymoseptoria_tritici_Crop_Incidence,63.777946
2015,North East,L2_Zymoseptoria_tritici_Crop_Incidence,64.794266
2015,North West,L2_Zymoseptoria_tritici_Crop_Incidence,84.46767
2015,South East,L2_Zymoseptoria_tritici_Crop_Incidence,70.99256
2015,South West,L2_Zymoseptoria_tritici_Crop_Incidence,72.753685
2015,West Midlands,L2_Zymoseptoria_tritici_Crop_Incidence,73.765755
2015,Yorkshire and The Humber,L2_Zymoseptoria_tritici_Crop_Incidence,72.67517
2016,East,L2_Zymoseptoria_tritici_Crop_Incidence,92.49983
2016,East Midlands,L2_Zymoseptoria_tritici_Crop_Incidence,91.5052
2016,North East,L2_Zymoseptoria_tritici_Crop_Incidence,86.564926
2016,North West,L2_Zymoseptoria_tritici_Crop_Incidence,91.67912
2016,South East,L2_Zymoseptoria_tritici_Crop_Incidence,94.32266
