Year,Region,target,value
2005,East,L1_Yellow_rust_Disease_Severity,0.0029583436
2005,East Midlands,L1_Yellow_rust_Disease_Severity,0.0045668036
2005,North East,L1_Yellow_rust_Disease_Severity,0.0051392177
2005,North West,L1_Yellow_rust_Disease_Severity,0.0038752186
2005,South East,L1_Yellow_rust_Disease_Severity,0.0015399524
2005,South West,L1_Yellow_rust_Disease_Severity,0.002117886
2005,West Midlands,L1_Yellow_rust_Disease_Severity,0.0033149922
2005,Yorkshire and The Humber,L1_Yellow_rust_Disease_Severity,0.004531239
2006,East,L1_Yellow_rust_Disease_Severity,0.0015604731
2006,East Midlands,L1_Yellow_rust_Disease_Severity,0.001891896
2006,North East,L1_Yellow_rust_Disease_Severity,0.0016588478
2006,North West,L1_Yellow_rust_Disease_Severity,0.0016660797
2006,South East,L1_Yellow_rust_Disease_Severity,0.0019366518
2006,South West,L1_Yellow_rust_Disease_Severity,0.0018141052
2006,West Midlands,L1_Yellow_rust_Disease_Severity,0.0014094302
2006,Yorkshire and The Humber,L1_Yellow_rust_Disease_Severity,0.0022837645
2007,East,L1_Yellow_rust_Disease_Severity,0.03964954
2007,East Midlands,L1_Yellow_rust_Disease_Severity,0.043654658
2007,North East,L1_Yellow_rust_Disease_Severity,0.043277267
2007,North West,L1_Yellow_rust_Disease_Severity,0.02335741
2007,South East,L1_Yellow_rust_Disease_Severity,0.03855007
2007,South West,L1_Yellow_rust_Disease_Severity,0.04462664
2007,Wales,L1_Yellow_rust_Disease_Severity,0.032480653
2007,West Midlands,L1_Yellow_rust_Disease_Severity,0.03571268
2007,Yorkshire and The Humber,L1_Yellow_rust_Disease_Severity,0.043159693
2008,East,L1_Yellow_rust_Disease_Severity,0.011186586
2008,East Midlands,L1_Yellow_rust_Disease_Severity,0.009264652
2008,North East,L1_Yellow_rust_Disease_Severity,0.0070578563
2008,North West,L1_Yellow_rust_Disease_Severity,0.0066318116
2008,South East,L1_Yellow_rust_Disease_Severity,0.0089192055
2008,South West,L1_Yellow_rust_Disease_Severity,0.0075527984
2008,West Midlands,L1_Yellow_rust_Disease_Severity,0.008629761
2008,Yorkshire and The Humber,L1_Yellow_rust_Disease_Severity,0.008802734
2009,East,L1_Yellow_rust_Disease_Severity,0.008214486
2009,East Midlands,L1_Yellow_rust_Disease_Severity,0.005326086
2009,North East,L1_Yellow_rust_Disease_Severity,0.0053624487
2009,North West,L1_Yellow_rust_Disease_Severity,0.0031432235
2009,South East,L1_Yellow_rust_Disease_Severity,0.0044312705
2009,South West,L1_Yellow_rust_Disease_Severity,0.003881808
