Year,Region,target,value
2005,East,L2_Zymoseptoria_tritici_Crop_Incidence,86.66832
2005,East Midlands,L2_Zymoseptoria_tritici_Crop_Incidence,88.126816
2005,North East,L2_Zymoseptoria_tritici_Crop_Incidence,88.45035
2005,North West,L2_Zymoseptoria_tritici_Crop_Incidence,97.15921
2005,South East,L2_Zymoseptoria_tritici_Crop_Incidence,89.82446
2005,South West,L2_Zymoseptoria_tritici_Crop_Incidence,95.506775
2005,West Midlands,L2_Zymoseptoria_tritici_Crop_Incidence,94.52241
2005,Yorkshire and The Humber,L2_Zymoseptoria_tritici_Crop_Incidence,93.93788
2006,East,L2_Zymoseptoria_tritici_Crop_Incidence,89.29845
2006,East Midlands,L2_Zymoseptoria_tritici_Crop_Incidence,88.00884
2006,North East,L2_Zymoseptoria_tritici_Crop_Incidence,73.586784
2006,North West,L2_Zymoseptoria_tritici_Crop_Incidence,88.73511
2006,South East,L2_Zymoseptoria_tritici_Crop_Incidence,92.39748
2006,South West,L2_Zymoseptoria_tritici_Crop_Incidence,91.038536
2006,West Midlands,L2_Zymoseptoria_tritici_Crop_Incidence,92.351135
2006,Yorkshire and The Humber,L2_Zymoseptoria_tritici_Crop_Incidence,84.92945
2007,East,L2_Zymoseptoria_tritici_Crop_Incidence,91.73791
2007,East Midlands,L2_Zymoseptoria_tritici_Crop_Incidence,90.81951
2007,North East,L2_Zymoseptoria_tritici_Crop_Incidence,80.25015
2007,North West,L2_Zymoseptoria_tritici_Crop_Incidence,92.73331
2007,South East,L2_Zymoseptoria_tritici_Crop_Incidence,93.09294
2007,South West,L2_Zymoseptoria_tritici_Crop_Incidence,93.595375
2007,Wales,L2_Zymoseptoria_tritici_Crop_Incidence,92.45333
2007,West Midlands,L2_Zymoseptoria_tritici_Crop_Incidence,93.83348
2007,Yorkshire and The Humber,L2_Zymoseptoria_tritici_Crop_Incidence,91.21509
2008,East,L2_Zymoseptoria_tritici_Crop_Incidence,80.699745
2008,East Midlands,L2_Zymoseptoria_tritici_Crop_Incidence,87.5661
2008,North East,L2_Zymoseptoria_tritici_Crop_Incidence,75.71657
2008,North West,L2_Zymoseptoria_tritici_Crop_Incidence,84.90463
2008,South East,L2_Zymoseptoria_tritici_Crop_Incidence,92.18439
